http://linkedgeodata.org/ontology/opening_hours
"n_so"	"o"
1	"Su-Sa 06:00-23:00"
1	"Th,Fr 09:00-23:00; Sa 10:00-23:00; Su 10:00-20:00"
1	"Mo-Th 10:00-23:00; Fr-Su 10:00-24:00"
1	"Mar-Sep: Mo-Sa 10:30-22:00; Mar-Sep: Su,PH 13:00-22:00"
1	"Mo-Fr 06:30-18:30; Sa 07:00-16:00; Su,PH 08:00-17:00"
1	"Mo-Fr 07:00-19:00;Sa 08:00-17:00;Su 08:00-12:00"
1	"Tu-Th 15:00-23:00;Fr 18:00-2:30;Sa 18:00-1:30"
1	"Tu,We,Fr 11:00-17:00; Th 14:00-22:00; Sa,Su 11:00-17:30"
1	"10-16 (winter time)"
1	"Su-Th 06:30-01:00; Fr-Sa 06:30-02:00"
1	"Mo-Fr 07:30-19:30; Sa 07:30-12:30; Su 13:30-19:00"
1	"Mo-Fr 08:00-19:00; Sa 10:00-19:00; Su 14:00-18:00"
1	"Mo-Fr 06:00-18:00; Sa-Su 10:00-16:00"
1	"Mo-Sa 09:00-18:00; Su 13:00-19:00"
1	"Mo-Fr 10:30-20:00; Sa 11:00-19:00; Su 16:00-19:00"
1	"Mo-Th 08:00-21:00; Fr,Sa 08:00-24:00; Su 12:00-21:00"
1	"Mo-Sa 10:00+; Su 11:00+"
1	"Mo-Th,Su 09:00-23:00; Fr,Sa 09:00-24:00"
1	"Mo-Sa 16:00-20:00"
1	"09:00-18:30; Su 10:00-14:00"
1	"Mo-Fr 07:30-18:00; Sa,Su 08:30-18:00"
1	"Mo-Sa 06:00-18:30; Su 07:00-18:30; PH 07:00-18:30; Dec 25 off; Jan 1 off"
1	"Mo-Fr 09:00-23:00; Sa,Su 09:00-21:00"
1	"Mo-Fr 08:30-22:00; Sa 11:00-24:00; Su 11:00-20:00"
1	"E-N 11-23, RL 11-24, P 11-22"
1	"Mo-Fr 08:00-24:00; Sa 00:00-02:00,08:00-24:00; Su 00:00-02:00,09:00-18:00"
1	"Apr-Oct 10:00-17:00; Nov-Mar 11:00-15:00"
1	"Tu-Th 11:00-18:00;Fr-Sa 10:30-18:30"
1	"Mar-Oct Mo-Su 13:00-18:00"
1	"Mo-Fr 08:00-22:00;Sa 09:00-22:00;Su 13:00-22:00"
1	"Mo-Fr 06:00-22:00; Sa-Su 08:00-20:00"
1	"Mo-Fr 09:00-18:30; Sa 09:00-16:00; PH off"
1	"Mo-Sa 18:00-00:00; Su 20:00-23:00"
1	"Mo-Su 08:00-24:00; Fr,Sa 08:00-02:00"
1	"Mo-Fr 06:30-20:00; Sa 10:00-20:00"
1	"Mo-Sa 09:00-20:00,14:00-17:00"
1	"Mo-Fr 07:00-24:00; Sa-Su 08:00-24:00"
1	"10æ™‚ï½ž18æ™‚ã€€æœ¨ãƒ»é‡‘ä¼‘ã�¿"
1	"9æ™‚ï½žæ—¥æ²¡ã�¾ã�§ã€€ç�«ãƒ»æ°´å®šä¼‘æ—¥"
1	"10æ™‚ï½ž17æ™‚ã€€æœˆä¼‘ã�¿"
1	"9:00-20:30"
1	"Mo-Fr 10:00-17:00; PH off"
1	"Fr 19:00+; Su 10:00+"
1	"08:30-23:00"
1	"Apr-Oct 08:00-19:00; Nov-Mar 09:00-18:00"
1	"Mo--We 10:00-18:00; Th 10:00-21:00; Fr 10:00-21:00; Sa 10:00-16:00; PH off"
1	"9-3"
1	"Mo-Fr 06:00-18:30; Sa 06:00-16:00; Su 07:00-13:30"
1	"Mo-Fr 06:00-18:00; Sa 06:00-16:00; Su 07:00-10:00,14:00-17:00"
1	"Mo-Sa 7:00-17:00; Su 8:00-17:00"
1	"Mo-Fr 07:30-21:20; Sa,Su,PH 08:30-21:20"
1	"Mo-Fr 08:00-19:00; Sa 10:00-19:00; Su 11:00-19:00"
1	"Mo-Fr 07:00-20:00;Sa 09:00-20:00;Su 10:00-17:00"
1	"Mo-Fr 08:00-20:00, Sa 08:00-19:00"
1	"Jun-Sep: Th-Su 10:00-22:00"
1	"Mo-Fr 09:00-18:00;Sa ""telefonische Absprache"""
1	"Mo-Th 07:00-21:00; Fr 07:00-22:00; 08:30-22:00; Su 08:30-21:00"
1	"Mo-Th 07:00-19:30; Fr 07:00-21:00; Sa 08:30-19:30; Su  09:00-19:00"
1	"Mo-Fr 00:00-02:00,12:00-24:00; Sa,Su 00:00-06:00,12:00-24:00"
1	"Su-Fr 10:00-00:00; Th-Sa 10:00-01:00"
1	"Tu-Fr 17:30+"
1	"Mo-fr 6-22;sa-su 7-22"
1	"Mo-Th 10:00-00:00 open ""Keine Reservierungen""; Fr,Sa 10:00-01:00 open ""Keine Reservierungen"""
1	"wd 06:45-23:00; Sa 07:00-22:00; Su 07:00-21:00"
1	"Tu-Fr 11:00-19:00, Sa 11:00-20:00, Su 09:00-16:00"
1	"Mo-Su 09:00-23:00; Fr,Sa 09:00-24:00"
1	"Th 17:00-22:30"
1	"Mo-Th 07:00-22:00; Fr 07:00-23:00; Sa 08:00-23:00; Su 08:00-21:00"
1	"Tu-Fr 08:00-18:00; Sa-Su 10:00-15:00"
1	"Sa-Su 10:00-14:00"
1	"apr-nov: Mo-Su 09:00-18:00; dec-mar: Mo-Fr 11:00-18:00, Sa-Su 09:00-18:00"
1	"Mo-Sa 11:00-01:00; Su 11:00-19:00"
1	"Mo-Fr 06:30-18:30; Sa 06:30-14:00; Su 08:00-17:00"
1	"Mo-Fr 07:00-19:00; Sa 08:00-19:00; Su, PH 09:00-19:00; Jul-Aug Mo-Fr 07:00-18:00; Jul-Aug Sa 08:00-18:00; Jul-Aug Su, PH 09:00-18:00"
1	"Mo-Fr 5:00-19:00, Sa 7:00-19:00, Su 7:00-18:00"
1	"Mo-Fr 08:00-19:00;Sa 09:00-19:00"
1	"Su 08:00-16:00; Mo-We 06:30-17:00; Th-Sa 06:30-20:00"
1	"mo-fr 07:00-19:00; sa 08:00-18:00; su 08:00-17:00"
1	"Mo-Sa 11:00-16:00; Su off"
1	"Mo-Fr 7:00-19:00, Sa 7:00-18:00, Su,PH 9:00-18:00"
1	"Mo-Su 00:00-01:00,11:00-24:00; Fr,Sa 00:00-02:00,11:00-24:00"
1	"Mo, Tu, Th, Fr 06:00-18:00; Th, Sa 06:00-13:00"
1	"Tu-Fr 10:00-23:00; Sa-Su 13:00-23:00"
1	"Mo-Th 07:00-20:00;Fr 07:00-18:00;Sa-Su 10:00-18:00"
1	"Tu-Th 10:00-18:00; Sa 10:00-12:00"
1	"Mo-Fr 5:45-13:00,15:30-19:30; Sa-Su 5:45-13:00"
1	"Mo-Fr 08:00-21:00; Sa 08:00-17:00; Su 09:00-17:00"
1	"May-Sep 10:00-17:00"
1	"Su-We 10:00-18:00; Th-Fr 10:00-21:00; Sa 09:30-21:00"
1	"Mo-Fr 10:00-18:00; Sa 10:00-18:00; Su 11:00-16:00"
1	"Mo-Th 11:00-22:00; Fr 11:00-24:00; Sa 10:30-22:00; Su 10:30-22:00"
1	"Mo-Fr 05:30-20:00; Sa 05:30-17:00; Su 07:00-18:00"
1	"Mo-Sa 08:00-20:00; Su 10:00-17:00"
1	"Mo,Th,Sa,Su 10:30-17:00; We,Fr 10:30-19:00; Tu off; SH We,Fr 10:30-21:00"
1	"Mo-Th 11:00-23:00; Fr-Su 11:00-01:00"
1	"Mo-Fr 05:30-18:30; Sa 06:30-13:00; Su, PH 08:00-11:00"
1	"Mo-Fr 07:30-22:00; Sa 10:00-14:00"
1	"00:00-02:00,11:00-24:00"
1	"Mo-Fr 07:30-19:00; Sa 8:00-18:00; Su 10:00-18:00"
1	"08:00-22:00; Sa-Su 09:00-22:00"
1	"Mo-Fr 11:00-23:30; Sa,Su 00:00-01:45,11:00-23:30"
1	"We-Fr 14:00+; Sa 12:00+; Su 10:30+"
1	"Mo-Su 08:00-02:00;Sa 11:00-22:00"
1	"Mo-Fr 06:30-21:00; Sa 08:00-20:00; Su,PH 09:00-20:00"
1	"Tu 12:00-21:30; We 12:00-21:30; Th 12:00-21:30; Fr 12:00-22:30; Sa 10:00+; Su,PH 10:00+; Mo off"
1	"Mo-Su 13:00-02:00"
1	"Mo-Su 17:00-24:00"
1	"Mo-Fr 17:00-24:00; Sa-Su 12:00-24:00"
1	"10am to 5pm (4pm winter)"
1	"06:30-24:00"
1	"Mo-Fr 06:30-19:30; Sa 08:00-17:00; Su off"
1	"Mo-Th 08:00-10:00,12:00-15:00,18:00-23:00; Fr 08:00-10:00,12:00-15:00,20:00-02:00; Sa 09:00-11:00,20:00-02:00; Su 09:00-11:00,18:00-23:00"
1	"Mo-Fr 09:30-20:00; Sa 9:00-20:00; Su 11:00-18:00"
1	"Mo-Su 07:30-19:00; We off"
1	"Mo-Fr 17:00-24:00"
1	"Mo-Sa 09:00-23:00;Su,PH 10:00-23:00"
1	"Mo-Fr 06:30-18:30; Sa 06:30-14:00; Jul-Aug Su 07:30-12:00; Sep-Jun 07:30-12:00, 14:00-17:00"
1	"Mo-Th 16:00-00:00; Fr 16:00-01:00; Sa 10:00-01:00; Su 10:00-24:00"
1	"Mo-Fr 06:00-18:00; Sa 06:00-20:00; Su,PH 07:00-20:00"
1	"Tu,We 12:00-18:00; Th-Sa 12:00-20:00; Su 11:00-19:00"
1	"Th,Fr,Sa,Su 10:00-18:00"
1	"08:00-03:00; PH 12:00-01:00"
1	"Tu 11:45-21:30; We-Fr 11:45-22:30; Sa 12:15-21:30; Su 12:15-19:00"
1	"Mo-Th 08:00-24:00; Fr, Sa 08:00-01:00; Su, Ph 09:00-24:00"
1	"Sa,Su 13:00-17:00"
1	"Mo-We 07:00-21:00;Th-Fr 07:00-23:00;Sa 09:00-23:00;Su 09:00-19:00"
1	"Mo-Fr 6:00-18:30; Sa 7:00-16:00; Su 8:00-11:00"
1	"""during sports events"""
1	"Mo-Fr 08:00-19:00; Sa 10:00-19:00; Su 11:00-18:00"
1	"9:00-13:00"
1	"Mo-Tu 09:00-19:00;We-Fr 09:00-24:00;Sa 10:00-24:00;Su 10:00-18:00"
1	"Mo-Fr 07:00-20:00; Sa 10:00-19:00; Su,PH 11:00-18:00"
1	"Mo-Sa 07:00-20:00; Su 08:30-18:00"
1	"Mo-Fr 11:00-19:00; Sa 12:00-17:00"
1	"13:00-16:00"
1	"Mo-Th 14:00-02:00; Fr-Sa 15:00-03:00; Su 13:00-04:00"
1	"Mo-Su 00:00-01:00,05:00-24:00"
1	"10.00 - 22.45"
1	"Mo-Fr 07:00-18:00;Sa 09:00-16:00;Su off"
1	"Mo-Fr 09:00-18:00;Sa 09:00-14:00"
1	"Mo 16:00-22:00;Tu-Fr 16:00-23:00;Sa 13:00-23:00;Su 13:00-22:00"
1	"Mo-Fr 09:00-18:00;Sa-Su 10:00-17:00"
1	"mo-fr 08:30-20:00; sa-su 09:00-20:00"
1	"Ma: 12-18, Di-Vrij: 9-18, Za: 9-1730"
1	"Mo-Fr 10:00-16:00; Sa 10:00-15:00"
1	"Mo 11:00-14:00;Tu-Fr 10:00-17:00;Sa-Su 10:30-16:00"
1	"Mo-Fr 06:30-19:00;09:00-18:00;Su 10:00-18:00"
1	"We-Mo 12:00-22:00"
1	"Tu-Su 13:00-19:00"
1	"Mo-Fr 06:00-20:00;Sa-Su 07:00 19:00"
1	"21:00-05:00"
1	"Mo-Su 07:00-14:30, 15:00-21:00"
1	"Mo-Sa 10:00-23:00;Su 11:00-23:00"
1	"Tu-Sa 09:30-23:00; Su 13:00-21:00"
1	"Mo-Fr 09:00-19:00, Sa 09:00-18:00; Su 11:00-18:00"
1	"Mo-Th 07:30-22:00; Fr 07:30-23:00; Sa 09:00-23:00; Su 09:00-22:30"
1	"Mo-Fr 07:00-23:00; Su 09:00-23:00"
1	"Mo-Fr 11:45-15:30"
1	"Mo-Fr 9:30-22:00"
1	"Mo-Fr 08:00-18:00; Sa 10:00-18:00; Su 10:00-18:00"
1	"Mo-Sa 06:00-19:00; Su 08:00-17:00"
1	"Mo-Fr 10:00-24:00; Sa-Su 12:00+"
1	"Mo 06:30-21:00; Tu-Th 09:00-21:00; Fr 09:00-22:30; Sa 09:00-23:30; Su 07:00-13:30"
1	"Mo-Fr 09:00-19:00;Sa 09:00-18:00"
1	"Mo-Su 08:00-23:59"
1	"Mo-Th 07:00-19:00; Sa 09:00-18:00; Su 11:00-17:00; Dec 24 off; Dec 31 off"
1	"Mo-Fr 07:00-21:00; Sa 08:30-20:30; Su 10:00-19:00"
1	"Mo-We 10:00-24:00, Th 10:00-02:00, Fr 10:00-05:00, Sa 11:00-05:00, Su 12:00-22:00"
1	"Mo-Fr  07:15-19:30; Sa 09:00-19:00; Su 11:00-17:30"
1	"11:00- 22:00"
1	"Tu-Fr 14:00-18:30; Sa,Su 11:00-18:30"
1	"Mo-Fr 07:00-22:00; Sa-Su PH 08:00-22:00"
1	"Mo-Fr 07:30-20:30; Sa 07:30-21:00;ã€€Su PH 08:00-20:00"
1	"Fr,Sa,Su,PH 15:00-19:00"
1	"Mo,Tu,Th,Fr 06:15-18:00; We,Sa 06:15-13:00"
1	"Mo-Fr 05:30-20:00; Sa 08:00-18:00; Su 09:00-17:00"
1	"Mo-Fr 09:00-20:00; Sa 10:00-20:00; Su 11:00-19:00"
1	"Mo-Fr 07:00-21:30; Sa 07:30-21:30; Su,PH 07:30-21:00"
1	"10:00 ate 18:00"
1	"Mo-Sa 09:00-24:00; Su 09:00-13:00"
1	"Mo-Fr 07:00-18:30; Sa 07:00-16:00; Su,PH 08:00-17:00"
1	"summer 11:00-sunset"
1	"Mo-We 09:00-23:00; Th-Fr 09:00-24:00; Sa 10:00-24:00; Su,PH 10:00-22:00"
1	"Tu-Th 11:00-24:00; Fr-Sa 11:00-02:00; Su 11:00-18:00"
1	"Mo-Th 12:00-23:00; Fr-Sa 12:00-00:00; Su 12:00-23:00"
1	"Mo-Fr 6:00-18:00; Sa 7:00-18:00; Su 8:00-19:00"
1	"Tu,Fr 09:00-12:00"
1	"Mo-Fr 06:00-18:00; Sa 06:00-18:00; Su,PH 07:30-18:00"
1	"Mo-Fr 07:00-19:00; Sa 09:00-18:00; Su 09:00-12:00"
1	"Mo-Th 9:00-20:00; Fr-Sa 9:00-21:00; Su off"
1	"Mo-Sa 7:00-20:00; Su 11:00-18:00"
1	"Mo-Fr 7:00-20:00; Sa 8:00-19:00; Su off"
1	"Mo-Th off; Fr-Sa 18:00-3:00; Su 18:00-24:00"
1	"Mo-Th 8:00-1:00; Fr-Sa 8:00-2:00; Su 9:00-1:00"
1	"Mo-Fr 11:00-15:00; Sa off; Su off"
1	"Mo-Fr 08:00-21:00;Sa 9:00-22:00;Su 9:00-20:00"
1	"Mo-Sa 07:00-01:00; Su 09:00-22:00; PH 09:00-22:00"
1	"Mo-Th 07:00-19:00; Fr-Sa 07:00-23:00; Su 13:00-20:00"
1	"Mo-Sa 08:00-21:00; Su 10:00-19:00"
1	"Mo-We 11:00-21:00; Th-Fr 11:00-22:00; Sa 10:00-22:00; Su 11:00-21:00"
1	"Mo-Th 9:00-20:00; Fr-Sa 9:00-21:00; Su 10:00-9:00"
1	"Mo-Th 12:00-01:00; Fr, Sa 12:00-03:00; Su 12:00-01:00"
1	"Mo-Th 07:30-21:00; Fr-Sa 09:00-23:00; Su 09:00-21:00"
1	"Mo-Th 10:00-20:00; Fr-Sa 10:00+; Su 10:00-20:00"
1	"Th,Fr,Sa 11:00-16:30"
1	"Mo-Th 10:00-17:30; Fr 10:00+"
1	"Mo-Fr 06:30-18:00; Sa 06:30-13:00; Su 08:00-17:00"
1	"Mo-Sa 06:00-12:00;Mo-Fr 14:00-18:00"
1	"Mo-Fr 08:00-20:30;Sa 09:00-18:00;12:00-18:00"
1	"Mo-Fr 05:30-21:00; Sa 06:00-21:00; Su 07:00-21:00"
1	"Mo-Fr 08:00-22:00;Sa 10:00-22:00;Su off"
1	"Mo-Fr 07:30-18:00;Sa 10:00-17:00;Su 11:00-17:00"
1	"Tu-Su 09:45-22:00"
1	"Mo-Fr 07:00-19:00;Sa-Su 09:00-14:00"
1	"Mo-Sa 07:30-24:00"
1	"Mo-Fr 06:00-18:00; Sa 06:00-17:00; Su,PH 08:00-11:00"
1	"Mo-Fr 07:00-18:00; Sa 06:30-13:00"
1	"Mo,Tu closed; We-Fr 08:30-17:00; Sa 08:30-14:30; Su,PH 12:00-17:00"
1	"Mo-Fr 08:30-18:00; Sa-Su 10:00-18:00"
1	"Mo-Sa 9:00-21:00; Su 9:00-20:00"
1	"Mo-Fr 07:30-20:00; Sa 08:00-19:00; Su 11:00-18:00"
1	"Mo-Fr 10:00-01:00; Sa 19:00-01:00"
1	"Mo-Sa 07:30-24:00; Su 08:30-22:00"
1	"Nov-Mar Sa,Su 10:00-18:00; Apr-Oct We 14:00-18:00, Sa-Su 10:00-18:00"
1	"Mo 00:00-01:00, 18:00-24:00; Tu 00:00-01:00, 15:00-24:00; We 00:00-01:00, 13:30-24:00; Th-Fr 00:00-01:00, 15:00-24:00; Sa 00:00-01:00, 09:00-24:00; Su 00:00-01:00, 15:00-24:00"
1	"Mo-We 08:00-18:00; Th-Fr 08:00-19:00; Sa-Su 09:00-19:00"
1	"Mo-Fr 6:30-18:00;Sa 6:30-13:00"
1	"Mo-Su 07:00-20:30"
1	"Mo-Fr 10:00-20:00; Sa 09:00-20:00"
1	"We-Su 13:00-17:00; Oct-Apr We-Fr off"
1	"Mo-Sa 08:30-21:00"
1	"Mo-Fr 10:30-20:00; Sa 11:00-17:00"
1	"Mo-Fr 07:30-22:00; Sa-Su 08:30-22:00"
1	"Mo 08:00-18:00, Tu-Su 08:00-21:00"
1	"Mo-Fr 08:00-18:30; Sa 09:00-18:00; Su,PH 11:00-18:00"
1	"Sa-We 13:00-19:00"
1	"Mo off; Tu-Sa 07:30-18:00; Su 08:00-18:00"
1	"Mo-Su 08:00-18:45"
1	"Mo-Fr 08:00-19:00; Sa 09:00-17:00; Su off"
1	"mo-su 06:00-22:00"
1	"Mo-Sa 12:30-23:00; Su 12:30-22:00"
1	"Mon-Thurs 0600-1400, Fri-Sun 0600-Late"
1	"Mo-Fr 7:00-19:00;Sa 7:00-17:00;Su 8:00-18:00"
1	"mo-th 07:30-22:00;fr 07:30-24:00;sa 09:00-24:00;su 09:00-22:00"
1	"9h-10h"
1	"8h-21h"
1	"Mo-Th 10:00-17:00; Fr 10:00-15:00"
1	"Mo-Th 09:00-19:00; Fr,Sa 09:00-20:00"
1	"Mo-Sa 07:00-22:00; Su,PH 07:30-21:30"
1	"Mo-Sa 08:00-20:00;Su 09:00-20:00"
1	"Th-Fr 15:00-18:00; Sa-Su 11:00-18:00"
1	"09:00-13:00,14:00-18:00"
1	"09:30-21:00 ""(lunch to 17:00)"""
1	"Mo-Th 06:30-17:00;Fr 06:30-16:00;Sa-Su off"
1	"mo off; tu-fr 11:00-19:00; sa 11:00-17:00; su 12:00-16:00"
1	"Mo-We 08:00-22:00;Th-Fr 08:00-23:00;Sa 11:00-23:00;Su 12:00-22:00"
1	"Mo-Sa 07:00-19:00; Su 08:00-18:30"
1	"Mo-Fr 05:30-20:00; Sa 05:30-18:00; Su 07:30-18:00"
1	"08:00-06:00"
1	"Su 09:00-23:00; Mo-Th 09:00-24:00; Fr-Sa 09:00-02:00"
1	"Su-Th 12:00-22:30; Fr-Sa 12:00-23:00"
1	"Mo-Sa 07:30-18:30;Su 09:00-18:00"
1	"We-Fr 11:00-18:00;Sa 8:00-15:00;Su 9:00-15:00"
1	"Mo-Th 06:00-22:00; Fr,Sa 06:00-23:00; Su 07:00-22:00"
1	"Mo-Sa 08:00-18:30; Su 10:00-17:00"
1	"Mo-Su 00:00-02:00,09:00-24:00; Tu-Fr 09:00-24:00"
1	"Mo-Su 11:00-12:00"
1	"Sa-Su 14:30-17:00"
1	"Mo-Fr 12:00-24:00; Sa 00:00-01:00,13:00-24:00; Su 00:00-01:00"
1	"07:00-03:30"
1	"Su-Sa 7:00-26:00"
1	"Mo-Su 08:00-22:00; Fr 08:30-16:00; Sa 19:30-23:00"
1	"Mo-Sa 06:00-19:00;Su 06:00-12:30"
1	"Apr-Sep Th-Fr 11:00-18:00; Sa 10:00-16:00 ""season approximate"""
1	"Mar 1-Dec 8: Tu-Fr 13:00-21:00; Sa 12:00-21:00; Su 10:00-21:00"
1	"Mo-Th 10:00-20:00; Fr-Sa 10:00-22:00"
1	"Mo-Fr 07:00-17:00;Sa 07:00-15:00"
1	"Mo-Fr 07:00-19:00; Sa 07:00-18:00; Su,PH 08:00-18:00"
1	"Mo-Fr 10:00-19:00; Sa 11:00-19:00"
1	"Mo-Fr 08:00-18:00, Sa 10:00-18:00"
1	"Mo-Fr 12:00-24:00, Sa-Su 17:00-23:00"
1	"Mo-Fr 08:00-22:00, Sa-Su 10:00-22:00"
1	"Tu-Fr 10:30-18:00, Su 13:00-18:00"
1	"Mo-Fr 07:00-24:00; Sa,Su 11:00-24:00"
1	"Mo-Fr 07:30-24:00; Sa-Su 08:30-24:00"
1	"Tu-Su 12:00-02:00;Sa 12:00-22:00"
1	"Mo-Su 00:00-00:30,08:30-24:00; Sa 09:30-24:00"
1	"Mo-Th 08:00-22:00; Fr 08:00-18:00; PH off"
1	"Tu 16:00-19:00; Th 18:00-21:00"
1	"Mo-Fr 07:00-19:00; Sa 08:00-19:00; Su 08:00-18:00"
1	"Mo-Fr 05:00-19:00; Sa 05:00-16:00; Su 06:30-17:00"
1	"Mo-Fr 08:30-18:30; Sa 08:30-14:00"
1	"Mo-Fr 10:00-23:00; Sa-Su 10:00-22:00"
1	"Mo-Th 09:00-22:00; Fr 09:00-18:00"
1	"Th 10:00-17:00; Fr-Su 09:00-17:00; PH 09:00-17:00"
1	"Mo-Fr 09:00-17:30; Sa 09:00-17:00"
1	"... - 20:00"
1	"Mo-Sa 06:30-18:30; Su,PH 07:30-17:00"
1	"Mo-Fr 08:00-21:00; Sa 09:00-15:00; PH off"
1	"Mo-Fr 08:00-17:00; Sa-Su 11:00-17:00"
1	"We 15:00-24:00; Tu 19:00-24:00"
1	"We-Sa 15:00-20:00; Su 14:00-18:00"
1	"Mo-Fr 11:00-24:00, Sa,Su 17:00-24:00"
1	"Mo-Sa 06:00-18:30; Su 08:00-18:00; PH 08:00-18:00"
1	"Mo-Fr 12:30-15:00"
1	"Mo-Fr 07:00-20:00; Sa 09:00-19:00"
1	"Mo-Sa 6:00-20:00; Su 6:30-20:00"
1	"Su-We 11:00-24:00; Th-Sa 11:00-02:00"
1	"Tu-Sa 09:00-18:00; PH,Su 10:00-18:00; Tu[-1] off"
1	"Tu-Sa 07:30-17:00; Su 08:00-16:00"
1	"Mo-Fr 08:00-20:00; PH off"
1	"Mo-Th 14:00-01:00, Fr 14:00-02:00, Sa 14:00-19:00"
1	"Mo-Su 15:00-17:00; Tu off; Th off; Sa off"
1	"Mo,Tu 08:00-22:00;We,Th,Fr 08:00-23:00;Sa 08:00-14:00;Su 08:00-12:00,17:00-20:00"
1	"Mo-Fr 13:00-18:00; Sa-Su 14:30-19:00"
1	"Mo-Fr 9:00-18:30; Sa 9:00-14:00"
1	"Mo-Su 05:30-03:00"
1	"Tu,We 10:00-23:00; Th 10:00-24:00; Fr 00:00-01:00,10:00-24:00; Sa 00:00-04:00,10:00-24:00; Su 00:00-04:00,12:00-23:00"
1	"We-Sa 14:00-18:30; Su 13:00-18:30"
1	"Mo-Su 06:30-17:30"
1	"Mo-Su 07:30+; Sa 08:30+"
1	"Mo-Fr 08:00-24:00; Sa-Su 09:00-24:00"
1	"Mo-Fr 08:30-20:00; Sa-Su 08:30-17:00"
1	"Mo-Sa 11:00-18:00; Tu off; Su 11:00-17:00"
1	"Mo-Fr 07:00-21:00; Sa 07:30-20:00; Su,PH 08:30-19:00"
1	"Mo-Fr 07:00-21:00; Sa,Su,PH 08:00-20:30"
1	"We 12:00-17:00,Sa-Su 12:00-17:00"
1	"Tu-Fr 09:00-18:00;Sa 09:00-17:00;Su 11:00-16:00"
1	"Mo-Fr 10:30-21:30;Sa-Su 12:00-21:30"
1	"Mo-Fr 07:30-10:30,11:15-16:30; Sa,Su 14:00-17:00"
1	"Mo-Fr 07:30-18:30; Sa,Su 08:30-18:30"
1	"Mo,Su 00:00-02:00,10:00-24:00; Tu-Sa 00:00-01:00,10:00-24:00"
1	"11:30-23:30"
1	"Mo-Fr 09:30-19:00; Sa-Su 09:30-18:00"
1	"Mo-Th 06:00-23:00;Fr 06:00-01:00;Sa 08:00-01:00;Su 08:00-22:00"
1	"Mo-Fr 05:00-18:00; Sa-Su 06:00-16:00"
1	"Mo-Fr 00:00-03:00,10:00-24:00; Sa,Su 00:00-04:00,10:00-24:00"
1	"Mo-Fr 11:00-20:00; Sa-Su 10:00-20:00"
1	"Tu-Sa 10:30-18:00"
1	"Mo-Fr 10:00-16:30"
1	"Th-Su 15:00-22:00"
1	"Mo-Fr 08:00-18:00; Sa 10:00-17:00; Su 11:00-17:00; Dec 24 off; Dec 31 off"
1	"Apr 1-Oct 15 Mo-Su 10:00-20:00"
1	"Tu-Fr 07:00-19:00; Sa-Su 09:00-19:00"
1	"Mo-Th 08:00-22:00; Fr-Sa 08:00-00:00; Su 08:00-19:00"
1	"Mo-Fr 09:00-22:00; Sa-Su 09:00-21:00"
1	"Mo-Fr 08:30-18:00; Sa 09:30-17:00"
1	"Mo-Fr 10:00-18:00; Sa-Su 10:00-19:00"
1	"Mo-Fr 07:00-17:00; Sa 09:00-16:00"
1	"Mo-Fr 06:00-18:00; Sa 05:30-17:00; Su 07:30-18:00"
1	"Tu-Fr 12:00-20:00; Sa,Su 13:00-20:00"
1	"Mo-Th 10:00-00:00; Fr-Sa 12:00-02:00; Su 12:00-00:00"
1	"Mo-Fr 8:00-18:30;Sa 8:00-18:00;Su,Ph 9:00-18:00"
1	"Mo-Su 00:00-04:00,12:00-24:00"
1	"We 9:00-24:00; Th 9:00-2:00; Fr-Sa 9:00-3:00"
1	"Mo-Th 11:00-01:00; Fr 11:00-02:00; Sa 20:00-02:00"
1	"Mo-Th 11:00-01:00; Fr-Su 11:00-04:00"
1	"Mo-Su 00:00-05:00,11:00-24:00"
1	"Mo-Th 09:00-21:00;Fr 09:00-19:00;Sa 09:00-18:00;Su 10:00-18:00"
1	"Apr-Nov: 10:00-22:00; Dec-Jan: Tu-Fr 13:00-22:00; Sa-Su 10:00-22:00; Mo off"
1	"Mo-Su 15:00+; We off"
1	"Mo-Th 00:00-04:00,14:00-24:00; Fr-Su 00:00-05:00,14:00-24:00"
1	"Mo-Th 07:00-18:00; Fr 07:00-23:00; Sa 09:30-14:00"
1	"Mo 09:00-13:00; Tu-Sa 09:00-18:00; Su 10:00-18:00"
1	"Mo-Fr 08:00-01:00; Sa 10:00-03:00; Su 10:00-01:00"
1	"Tu-Th 17:00-24:00; Fr 00:00-01:00; Fr-Sa 13:00-24:00; Su 00:00-01:00; Se 13:00-20:00"
1	"Mo-Th 10:00-21:00;Fr-Sa 10:00-23:00;Su 10:00-21:00"
1	"Mo-Fr 11:30-15:30"
1	"Mo-Th, Su 12:00-00:00; Fr-Sa 12:00-02:00"
1	"Mo-Su 11:30-15:00"
1	"Mo-Fr 08:30-17:00;Sa 10:00-17:00"
1	"Mo-Sa 09:00-22:00;Su 10:00-22:00"
1	"Mo-Fr 06:00-19:00; Sa 06:00-16:00; Su 07:30-17:00"
1	"14:30-17:00"
1	"4:30 AM to 9:00 PM M-F; 5:00 AM to 9:000 PM weekends"
1	"Mo-Su 12:00-24:00; Fr,Sa 12:00-02:00"
1	"Mo-Fr 07:00-17:00; Sa-Su 08:00-16:00"
1	"Mo-Su 08:00-13:30"
1	"We-Mo 09:00-18:00, Tu off"
1	"Mo-Su 10:00-23:30"
1	"Mo-Fr 06:00-18:15; Sa 06:00-12:30"
