Number	Opening_hours	Distance
1	Mo-Th 12:00-01:30; Sa 12:00-00:00; So, PH 12:00-02:30	0
1	Mo-Su 11:30-23:59	0
1	Mo-Fr 11:00-22:00; Tu 00:00-00:00; Sa,Su 12:00-22:00	0
1	Mo-Th 17:30-22:00; Fr-Sa 17:30-22:30; Su 17:30-22:00	0
1	10-24	3
1	Mo-Sa 06:00-22:00; Su 06:00-21:00	0
1	Mo-Fr 10:00-19:00; Sa 10:00-17:00; Su 12:00-17:00	0
1	Mo, We-Fr 12:00-15:00, 17:00-22:00; Tu 17:00-22:00; Sa 16:30-22:30; Su 12:00-22:00	0
1	Mo-Sa 11:30-22:30; Su 15:00-22:00	0
1	Mo-Sa 11:00-23:00;Su, PH 12:00-23:00	0
1	Mo-Fr 09:00-20:00; Su 09:00-20:00	0
1	Mo-Sa 11:00-22:30;Su,PH 12:00-22:30	0
1	Mo-Fr 12:00-22:00; Sa 15:00-22:00	0
1	Mo-Su 5:00-24:00	2
1	Mo-Th 07:00-16:00; Fr 07:00-15:00; Fr[1] 07:00-15:00, 19:00-23:00	0
1	Mo-Th 11:30-21:30; Fr 17:30-21:30; Sa-Su 12:30-21:30	0
1	Mo-Sa 10:00-23:00; Su,PH 11:00-23:00	0
1	Mo-Fr 16:00-22:30;Sa 16:00-23:00;Su 16:00-21:45	0
1	T-L 10-22 P, E 10-20	4
1	Mo-Fr 11:00-14:30, 17:00-23:00; Sa-Su, PH 17:00-23:00	0
1	Mo-Th 13:00-22:15; Fr 13:00-23:15; Sa 12:30-23:15; Su 13:00-21:15	0
1	Mo-Sa 11:00-23:00; Su 14:00-22:00	0
1	Su-Fr 11:30-21:30	0
1	Mo-Fr 07:00-20:00; Sa 08:00-17:00	0
1	Mo-Fr 07:30-24:00; Sa 10:00-21:30; Su 16:00-21:30	0
1	Tu-Sa 10:30-20:30; Su 16:30-20:30	0
1	Mo-Su 14:00-22:00; We 00:00-00:00	0
1	Segunda a SÃƒÂ¡bado , HorÃƒÂ¡rio Comercial	4
1	Mo-Fr 11:00-14:30,17:30-22:00; Sa 17:00-22:00; Su 13:00-22:00	0
1	Mo-Su 11:30-21:30;Tu 00:00-00:00	0
1	09:30-20:00	1
1	Mo-Fr 08:00-24:00; Su 09:00-24:00	0
1	Mo-Sa 16:00-22:00; Su 16:00-21:30	0
1	Mo-Fr 11:00-14:00,16:00-22:00; Sa-Su 16:00-22:00	0
1	Mo-Sa 11:30-21:30; Sa,Su 12:00-21:00	0
1	Mo-Th 08:00-24:00; Fr 08:00-23:00	0
1	Mo-Fr 12:00-22:00; Sa,Su 14:00-22:00	0
1	Mo-Th 12:00-22:00; Fr 12:00-24:00; Sa 00:00-03:00,12:00-24:00; Su 00:00-03:00,12:00-22:00	0
1	Mo-Tu 10:00-14:30,18:00-21:00; Fr 10:00-14:30; Sa 11:00-15:00	0
1	Mo-Th 08:00-15:15; Fr 08:00-14:30	0
1	Mo-Sa 11:00-23:00; Su 15:00-20:30	0
1	12:00-14:00;19:00-21:00	1
1	Mo-Fr 07:00-24:00;Sa-Su 09:00-24:00;PH 09:00-24:00	0
1	Mo 17:00-22:00; Tu-Sa 11:00-22:00; Su 12:00-22:00	0
1	Mo-Sa 08:00-24:00; Su 09:00-00:00; Sa,Su 00:00-01:00	0
1	Mo-Fr 16:30-20:30; Sa,Su 16:30-21:00	0
1	Mo-Sa 12:30-21:00	0
1	Tu-Sa 06:30-20:30; Su 15:00-21:00	0
1	Mo-Fr 05:00-16:00, Sa 07:00-13:30	0
1	Mo-Th 09:30-23:30; Fr-Sa 09:30-03:00; Su 09:30-23:30; PH 09:30-23:30	0
1	10:00-22:45	1
1	Mo 18:30-22:00;Tu-Sa 12:00-14:30, 19:00-22:00	0
1	1700-2300	4
1	Mo 00:00-00:00; Tu-Fr 11:00-14:00,17:00-23:00; Sa-Su 17:00-23:00	0
1	Mo-Sa 11:00-22:00; Su 14:00-21:00	0
1	Mo 11:00-22:00; We-Su 11:00-22:00; Tu 00:00-00:00	0
1		4
1	Mo-Fr 11:00-23:00; Sa,Su 11:00-24:00	0
1	10h/20h fermÃƒÂ© le lundi	4
1	Mo-Su 11:30-14:30,17:30-22:30	0
1	Mo-Fr 11:00-22:00 Sa 12:00-22:00 Su 12:00-22	0
1	Mo-Th 08:00-22:15; Fr 08:00-23:00; Sa 09:00-23:00; Su 10:00-22:00	0
1	Mo-Su 11:00-21:00; Th 11:00-22:00; Fr,Sa 11:00-23:00	0
1	Mo-Fr 09:00-19:00;Sa 10:00-17:00;11:00-17:00	0
1	Su-Th 10:30-22:30; Fr-Sa,PH 11:00-23:00	0
1	Mo-Th 10:00-20:00; Fr 10:00-21:00; Sa 11:00-22:00	0
1	Mo-Fr 07:00-20:00; Sa 08:00-15:00; Su, PH 00:00-00:00	0
1	Mo-We 07:00-21:00;Th-Sa 07:00-22:30;Su 10:00-23:00	0
1	Mo-Th 09:00-22:00; Fr 09:00-23:00	0
1	Mo 11:30-14:00; Tu-Sa 11:30-14:00, 17:30-21:30; Su 17:30-21:30	0
1	18:00-21:30	1
1	Mo-Fr 11:30-17:00	0
1	We-Mo 10:00-15:00;17:00-22:00	0
1	Tu-Su 18:00-24:00	0
1	Mo-Fr 00:00-01:00,11:00-00:00; Sa 00:00-01:00,11:00-00:00; Su 00:00-02:00,11:00-00:00	0
1	Mo-Sa 10:00-24:00,Su 11:00-23:00	0
1	Mo-Su 10:00-22:00; We-Sa 10:00-24:00	0
1	Mo-Th 09:00-22:00; Fr 09:00-23:00; Sa 11:00-22:00	0
1	Mo-Fr 10:00-23:00; Sa 11:00-23:00; Su 12:00-23:00	0
1	10:00-0:00	1
1	Mo-Fr 12:00-24:00;Sa 14:00-02:00;Su 14:00-22:00	0
1	Mo-Fr 06:00-14:00, 17:00-22:00; Sa-Su 00:00-00:00	0
1	Tu-Fr 11:30-14:30,17:00-22:00; Sa 11:30-22:00; Su 13:00-21:30	0
1	Mo-Th 10:00-20:00;Fr-Sa 00:00-00:00;Su 10:00-20:00	0
1	Su-Th 17:00-02:00;Fr-Sa 17:00-04:00	0
1	Mo-Su 13:00-21:00; Tu 00:00-00:00	0
1	Su-Tu 05:00-23:00; We-Sa 05:00-00:00	0
1	Mo-Su 09:30-22:00; Fr 09:30-12:00,14:30-22:00	0
1	Mo-Su 08:00-22:00; Fr 08:00-12:00,14:30-22:00	0
1	Mo-Su 08:00-22:30; Fr 08:00-12:00,14:30-22:30	0
1	Mo-Th 07:00-22:30; Fr 07:00-12:00,14:30-23:00; Sa,Su 07:00-23:00	0
1	Mo-Su 10:00-22:30; Fr 10:00-12:00,14:30-22:30	0
1	Mo-Su 07:00-22:30; Fr 07:00-12:00,14:30-22:30	0
1	9-2	3
1	Mo-Fr 09:00-17:30; Sa 08:00-14:30	0
1	Mo-Sa 09:30-22:00; Su 16:00-22:00	0
1	Mo-Fr 11:00-21:45; Sa-Su 12:00-21:45	0
1	Mo-Fr 11:00-15:00, 17:00-22:30; Sa-Su,PH 17:00-22:30	0
1	Mo-Su 5:00-25:00	2
1	Mo-Fr 09:00-20:00; Sa 09:00-16:00	0
1	Mo 00:00-00:00; Tu-Fr 11:00-14:00, 17:00-23:00; Sa-Su 12:00-23:00	0
1	Mo-Th 11:00-14:00, 17:00-23:00; Fr-Sa 11:00-14:00, 17:00-24:00; Su 14:00-22:30	0
1	Mo-Fr 09:00-14:45	0
1	Mo-Sa 11:00-19:00; Su 11:30-19:00	0
1	Mo-Fr 11:30-14:30,17:30-21:30; Sa 17:30-21:30	0
1	Mo-Th 12:00-23:00;Fr-Sa 12:00-01:00	0
1	Mo-Fr 08:00-21:00, Sa 08:00-17:00	0
1	Mo-Sa 11:30-14:00,18:00-21:30; Su 18:00-21:30	0
1	Mo-Fr 11:00-14:30,18:00-22:30; Sa 11:00-14:30,18:00-23:00; Su 18:00-23:00	0
1	Mo 16:30-20:00;Tu-Su 11:30-20:30	0
1	Mo-Fr 08:00-16:00; Sa 08:00-15:00	0
1	Tu-Fr 17:00-22:00; Sa, Su 16:00-22:00	0
1	Sa 11:00-19:00	0
1	Mo-Fr 07:00-23:00; Sa 08:00-23:00; Su 09:00-22:00	0
1	Fr-Sa 17:00-20:00	0
1	Mo-Fr 07:00-20:00; Sa 07:00-18:30	0
1	Mo-Fr 08:00-22:00, Sa 10:00-22:00, Su 10:00-21:00	0
1	Seasonal	4
1	Mo,Tu 12:00-03:30; We 12:00-06:00; Th 12:00-05:00; Fr 12:00-06:30; Sa 11:00-06:30; Su 11:00-03:30	0
1	Mo-Sa 10:30-21:00;Su 11:00-19:00	0
1	Mo-Sa 11:30-15:00	0
1	A Noite	4
1	Mo-Fr 10:00-15:00	0
1	Mo-Fr 08:30-19:00; Sa,Su,PH 10:00-19:00	0
1	Mo-Fr 09:00-19:00; Sa 09:00-18:00; PH 00:00-00:00	0
1	Mo-Fr 10:30-14:00,17:30-22:30; Sa,Su 17:00-22:30	0
1	Mo-Sa 11:00-22:00;Su 12:30-22:00	0
1	Sa-Su 07:00-17:00	0
1	10:30-24:00, We 00:00-00:00	0
1	Mo-Fr 11:30-14:30, 17:00-22:30; Sa 15:00-22:30; Su,PH 12:00-22:30	0
1	Mo-Su 1200-2200	2
1	opening_hours=Mo-Su 10:00-23:00	0
1	11-9	3
1	Mo-Fr 11:30-17:30;Sa 11:30-15:00	0
1	Mo-Sa 09:00-22:00; Su,PH 10:00-22:00	0
1	Mo-Fr 08:30-20:30; Sa,Su 00:00-00:00	0
1	Mo-Fr 11:00-21:45; Sa 12:00-21:45; Su 14:00-21:45	0
1	Mo-Su 7:00-21:00	2
1	Su-Th 12:00-24:00;Fr-Sa 12:00-02:00	0
1	Mo-Th 07:30-19:00; Fr 07:30-14:30	0
1	Mo-Sa 07:00-22:00; Su 10:00-22:00	0
1	Mo 16:00-21:00; Tu-Sa 12:00-14:00,16:00-21:00	0
1	Mo-Sa 11:30-19:30	0
1	Mo-Fr 11:00-22:30; Sa, Su, PH 12:00-22:30	0
1	Mo-Th 11:00-21:00;Fr 11:00-22:00;Sa 12:00-22:00;Su 12:00-21:00	0
1	Mo-Fr 11:00-22:00; Sa, Su, PH 12:00-22:00	0
1	Mo-Th 16:00-22:45; Fr,Sa 16:00-23:45; Su 12:00-22:45	0
1	Mo-Sa 11:00-23:00;Su 11:00-22:00	0
1	Mo-Su: 11:00-22:00	2
1	Mo-Fr 10:00-21:00, Sa-Su 10:00-20:00	0
1	Mo-Su,PH 00:00-02:00,11:00-24:00; PH,Tu-Fr 11:00-24:00	0
1	Mo-Fr 11:00-25:00; Sa-Su, PH 11:00-22:00	0
1	Mo-Fr 07:00-19:00;Sa-Su 09:00-19:00	0
1	Mo-Th 09:00-00:30; Fr-Sa 09:00-03:00; Su 10:00-00:30	0
1	11:00-18:00; Mar-Oct: 11:00-20:00	1
1	pon:-Sub: 10-22 h	4
1	Mo-Th 10:00-22:00; Fr 10:00-02:00; Sa 11:00-02:00; Su 12:00-22:00	0
1	Mo-Fr 11:00-22:30; Sa 12:00-22:30; Su 13:00-22:30	0
1	Mo-Fr 11:00-21:00, Sa, Su 12:00-21:00	0
1	11:30-14:00, 17:00-22:00	1
1	Mo-Fr 10:00-14:00,15:00-20:00; Sa 10:00-14:00,15:00-17:00	0
1	Mo-Sa 17:00-22:30;Su 13:00-22:30	0
1	Tu-Su 18:00-21:00	0
1	Mo-Sa 07:30-00:00 Su 08:00-00:00	0
1	Mo-Fr 8:00-19:00; Sa-Su 9:00-18:00	2
1	Mo-Fr 9:00-19:00	2
1	Tu-Sa 11:00-21:30; Su 12:00-19:00	0
1	Mo-Fr 07:00-18:00; Sa 09:00-15:00	0
1	10:30-22:30	1
1	Mo-Th 10:00-21:00;Fr 10:00-20:00;Sa 11:00-20:00;Su 11:00-19:00	0
1	Su-Th 17:30-03:00; Fr-Sa 17:30-00:00	0
1	Sa-Su 10:30-23:59	0
1	Mo-Si 10:00-03:00	4
1	Mo-Fr 07:00-14:00; Sa 09:00-14:00; Su 00:00-00:00	0
1	Mo-We: 11:00Ã¢â‚¬â€œ19:30 Ths: 11:00Ã¢â‚¬â€œ20:30 Fr: 11:00Ã¢â‚¬â€œ21:00 Sa: 11:00Ã¢â‚¬â€œ20:30 Su: 11:00Ã¢â‚¬â€œ19:30	2
1	Mo-Fr 10:30-23:00; Sa,Su,PH 11:00-23:00	0
1	Mo-We,Su 10:00-24:00; Th-Sa 10:00-02:00	0
1	Mo-Sa 11:00-22:00, Su 10:00-22:00	0
1	Mo-Su, PH 17:00-20:00	0
1	Su-Th 11:00-22:00, Fr-Sa 11:00-01:00	0
1	Mo-Tu 11:00-22:00; We 11:00-23:00; Th 11:00-24:00; Fr 11:00-1:00; Sa 11:00-24:00; Su 11:00-22:00	0
1	9-15	3
1	Mo-Sa 11:00-20:00; Su 12:00-20:00; ph 12:00-20:00	0
1	Mo,We 08:00-14:00; Tu,Th,Fr 08:00-18:00; Sa 07:30-13:00; Su, PH 00:00-00:00	0
1	Mo-Su,PH 12:00-21:30; Tu 00:00-00:00	0
1	Mo-Sa 10:00-22:00; Su 11:00-20:00	0
1	Mo-Fr 10:30-22:00; Sa 11:00-19:00	0
1	Mo-Th 16:00-00:00; Fr-Sa 16:00-01:00; Su 16:00-00:00	0
1	Mo-Fr 10:30-14:00;Sa 12:00-23:00;Su,PH 11:00-23:00	0
1	Mo-Fr 10:00-18:00,18:00-22:00	0
1	Mo-Fr 11:00-14:00,18:00-23:00; Sa 11:00-15:00,18:00-23:00; Su 11:00-23:00	0
1	07:30-10:00, 15:00-17:00; Mo[1] 00:00-00:00	1
1	Mo-Su 11-17	2
1	Mo-Su 11-22	2
1	pn-czw 12:00-23:00, pt-sb 12:00-02:00, ndz 14:00-23:00	4
1	Mo-Su, PH 10:00-21:30	0
1	11:30-14:30, 17:00-23:00	1
1	10:00-22:00; Su 00:00-00:00	0
1	Mo-Fr 08:00-17:30; Sa 10:00-15:00	0
1	2:00-11:00	1
1	Mo-Fr 11:30-21:30; Sa 12:00-21:30; PH 00:00-00:00	0
1	Mo-Sa 12:00-15:00	0
1	Tu-Sa 17:00-22:30; Su 11:30-13:30,17:00-22:00	0
1	Mo-Fr 11:30-14:00,17:30-23:00; Sa 17:00-23:00; Su 11:00-23:00	0
1	Mo-Fr 10:00-18:00; Sa 12:00-16:00	0
1	Su-Th 11:00-22:00; Fr 11:00-23:00	0
1	Mo-Sa 10:00-14:00,18:00-23:00; Su 18:00-23:00	0
1	Mo-Fr 11:30-22:30; Sa-Su 12:00-22:30	0
1	Mo-Th 14:00-22:00, Fr-Sa 14:00-24:00; Su 14:00-22:00	0
1	Mo-Fr 09:30-21:00; Sa 11:00-19:00	0
1	Mo-Fr 08:30-20:30	0
1	Mo-Fr 10:30-20:30; Sa 10:30-16:00; Su 00:00-00:00	0
1	07:00- 22:00	4
1	Mo-Su 06:30-22:30	0
1	10:00Ã¢â‚¬â€œ2:00	4
1	Mo-Fr 10:30-22:00; Sa 11:30-22:00; Su 12:30-22:00	0
1	Mo-Fr 09:00-20:00; Sa,Su 10:00-20:00	0
1	Mo-Fr 11:30-14:00,17:00-22:00;Sa 17:00-22:00;Su,PH 17:00-21:00	0
1	Fr 16:00-22:00; Sa 13:00-22:00; Su 14:00-21:00	0
1	Jan-Mar Sa-Su 11:00-15:00	0
1	Mo-Fr 11:00-19:00; Sa,Su 11:00-18:00	0
1	Mo,We 10:30-13:30, 14:00-18:00; Tu,Fr 10:30-13:30, 14:00-18:30; Th 11:00-13:30, 14:00-20:00; Sa 10:00-11:15, 11:45-17:30	0
1	Mo-Fr 11:00-22:00; Tu 00:00-00:00; Sa,Su,PH 12:00-22:00	0
1	Mo-Sa 11:00-21:30; Su,PH 12:30-21:30	0
1	Mo-Fr 08:00-18:00; Sa 10:00-16:00	0
1	Mo-Tu 9:00-22:00, We-Sa 9:00-00:00	2
1	11:00  Ã¢â‚¬â€œ 8:00 	4
1	Mo-Th 11:00-22:00; Fr 11:00-22:30; Sa 16:00-22:30; Su 12:00-22:00	0
1	Mo-Fr 09:30-20:00; Sa 09:30-18:00; Su 11:00-18:00	0
1	Mo-Sa 11:00-22:00; PH 17:00-22:00; Su 00:00-00:00	0
1	Oct-Apr,May-Sep Mo-Th 11:00-13:00; Oct-Apr,May-Sep Fr 11:00-13:00,18:00-22:00; Oct-Apr,May-Sep Sa 18:00-22:00; May-Sep Su 15:00-18:00	0
1	Mo-Su 11:00-20:00; Fr 11:00-21:00	0
1	Tu-Th 15:00-23:00; Fr-Sa 16:00-00:00; Su 12:00-19:00	0
1	11-15 17-22	3
1	Miercoles, Jueves, Viernes, SÃƒÂ¡bado, Domingo y Lunes de 10:00 a 14:00 y 18:00 a 22:00	4
1	Mo-Th 11:30-22:30; Fr 11:30-23:00; Sa 12:00-23:00; Su 13:00-21:00	0
1	Mo-Fr 09:00-21:00; Sa 12:00-19:00; Su,PH 00:00-00:00	0
1	Mo-Th 12:00-22:00; Fr 12:00-02; Sa 14:00-02:00	0
1	Mo-Fr 13:00-23:00; Sa,Su 10:00-23:00	0
1	Mo-Fr 09:00-23:00;Sa 11:00-23:00;Su 11:00-22:00	0
1	Su-Ths:10:30-10; Fr-Sa:10:30-11	2
1	Mo-Th 08:00-23:00; Fr-Sa 08:00-01:00; Su 17:00-23:00	0
1	Tu-Fr 11:30-15:00, 17:30-22:30; Sa,Su 14:00-22:30	0
1	Mo-Th 10:00-21:00; Fr-Sa 10:00-01:00; Su 11:00-19:00	0
1	Mo-Th 11:00-22:00, Fr-Sa 11:00-23:00, Su 12:00-22:00	0
1	Mo-Fr 08:00-21:00;Sa-Su 11:00-18:00	0
1	Mo-Sa 10:30-22:00; Su 00:00-00:00	0
1	Mo-Su 12:00-22:00, We 00:00-00:00	0
1	Tu-Sa 10:00-18:00	0
1	Mo-Fr 09:00-24:00; Sa 08:00-24:00, Su 12:00-24:00	0
1	Tu-Su 12:00-14:00, 17:00-23:00	0
1	Mo-Su 11:30-14:00,18:00-23:00	0
1	7:00-24:00	1
1	8	4
1	Mo-Sa 10:00-21:00; PH 11:00-21:00	0
1	Viernes y Sabado 6	4
1	Su-Fr 10:45-22:00; Sa 10:45-22:30	0
1	Mo-Sa 06:00-22:00,Su 07:00-22:00	0
1	Su -Th 10:30-10:00, Fr-Sa 10:30-23:00	0
1	Su-Th 10:00-23:00, Fr-Sa 10:00-24:00	0
1	Mo-Fr 11:00-14:00,18:30-23:00; Sa 18:30-23:00	0
1	Mo-Fr 06:00-10:00 	0
1	11-9	3
1	Mo-Su 10:00-23:00	0
1	Mo-Sa 11:00-22:00; Su 17:00-22:00; PH 11:00-22:00	0
1	Mo-Su 10:30-22:30; PH 10:30-22:30	0
1	Jueves a SÃƒÂ¡bado 11 -8 	4
1	11:30-15:00, 18:30-22:00 Sauf dimanche midi	1
1	11:00-13:30, 18:00-21:30, Sauf Dimanche midi et Mercredi et dernier Dimanche de chaque Mois	1
1	Jan-Mar: Mo-Su 10:00-22:00; Apr-Dec: Mo-Su 09:00-22:00	0
1	11:00 Ã¢â‚¬â€œ 14:30, 18:00 Ã¢â‚¬â€œ 00:00	4
1	de 3:00  a 12:00	4
1	Mo-Fr 10:00-22:30; Sa-Su 10:00-21:30	0
1	7-11	3
1	Mo-Fr 07:00-22:00; Sa 08:00-22:00; Su 08:00-20:00	0
1	6:00 	4
1	Mo-Sa 11:00-17:00	0
1	5-9	3
1	Mo-Th 20:00-23:00, Fr-Su 20:00-24:00	0
1	Mo-Su 11:30-14:30,18:30-21:45	0
1	Mo-Su 11:30-14:00, 18:00-23:00	0
1	Mo-Sa 12:00-15:00, 18:30-22:30; Su 17:00-22:30	0
1	Su-Th 10:00-0:00, Fr-Sa 10:00-1:00	2
1	1000-2200	4
1	Mo-Fr 11:00-19:30	0
1	Mo-Fr 13:00-21:00, Su 17:00-21:00	0
1	Mo-Su 9:00-1:00	2
1	11:00-18:00	1
1	7:30-20:00	1
1	Su-Th 09:00-24:00; Fr-Sa 09:00-02:00	0
1	Mo-Fr 09:00-22:00; Sa 10:00-20:00; Su 11:00-18:00	0
1	Oct-Apr: 	4
1	Tu-Su 16:00-21:00; Fr-Sa 16:00-21:30	0
1	Tu-Fr 11:00-14:00, 18:00-22:00; Sa-Su 18:00-22:00; Mo 00:00-00:00	0
1	Mo-Fr 07:45-19:00;Sa-Su 00:00-00:00	0
1	Mo-Tu 11:00-23:30;We-Sa 11:00-00:30;Su 11:00-23:30	0
1	07:00-02:00	1
1	Mo-Th 10:00-23:00; Fr 10:00-00:00; Sa-Su 09:00-00:00	0
1	Mo-Th 15:00-22:00; Fr-Sa 15:00-24:00; Su 15:00-22:00	0
1	Su-Fr 16:00-21:45; Sa 16:00-22:45	0
1	Th-Su 17:00-21:00	0
1	Mo-Fr 17:00-21:00; PH 00:00-00:00	0
1	18:00 to 22:00	4
1	Mo-Su 10:30-14:30,17:30-24:00	0
1	24 Hours	4
1	Tu-Th 11:45-14:00, 18:00-22:00; Fr-Sa 11:45-14:00, 18:00-23:30; Su 18:00-22:00; Mo 00:00-00:00	0
1	Mo-Th 11:00-13:30, 17:30-21:30; Fr-Sa 11:00-13:30,17:30-22:00; Su PH 17:30-21:30	0
1	Tu-Su 11:00-19:45	0
1		4
1	Th-Sa 17:30-21:00	0
1	M-Th 11-8 F 11-6	4
1	Mo-Th 16:00-22:00; Fr,Sa 16:00-22:30; Su 16:00-22:00	0
1	Tu-Th 17:00-24:30, Fr-Sa 17:00-25:30, Su 17:00-23:00	0
1	Mo-Sa 12:00-16:00,17:00-23:59	0
1	Mo-Sa 11:00-21:00; Su,PH 13:00-21:00; Jun-Aug Mo-Sa 11:00-22:00; Su,PH 13:00-22:00	0
1	16:00-20:40	1
1	Mo-Sa 11:00-21:30; Sa,PH 12:00-21:30	0
1	Mo-Sa 11:00-21:00; Sa,PH 12:00-21:00	0
1	Tu,Fr,Su 13:00-16:00,17:00-22:00; Mo,We,Th12:30-16:00,17:00-22:30; Sa 12:30-16:00,17:00-22:30	0
1	Mo-Th 10:00-21:00; Fr-Sa 10:00-22:00; Su 11:00-21:00	0
1	Mo-Th 14:00-22:00; Fr-Su 12:00-22:00	0
1	15:30-22:00	1
1		4
1	Mo-We 15:30-21:00; Th-Su 11:30-21:00	0
1	Mo-Fr 07:00-19:00; Sa-Su 09:00-18:00	0
1	Mo-Th 08:00-22:00, Fr 08:00-23:00, Sa 11:00-23:00, Su 11:00-2200	0
1	Mo-Th 08:30-22:00;Fr 08:30-23:00;Sa 09:00-23:00;Su 09:00-22:00	0
1	Mo-Fr 16:00-23:00; Sa 13:00-23:00; Su 13:00-22:00	0
1	Mo-Sa 09:00-21:30	0
1	Mo-Th 00:00-01:00,07:00-24:00; Fr 00:00-01:00,07:00-24:00; Sa 00:00-06:00,07:00-24:00; Su 00:00-06:00,09:00-24:00	0
1	Mo-Th 07:00-17:00; Fr 07:00-16:00	0
1	Mo-Th 09:00-24:00; Fr-Sa 09:00-20:00; Su 12:00-24:00	0
1	Mo-Fr 10:00-24:00; Sa-Su 11:00-24:00	0
1	Mo-Th 00:00-01:00, 07:00-01:00; Fr 00:00-01:00, 07:00-00:00; Sa 00:00-04:00, 07:00-00:00; Su 00:00-04:00, 08:00-00:00	0
1	Mo-Fr 8:00-15:00; Sa-Su,PH 00:00-00:00	0
1	Mo-Fr 09:00-22:00; Sa 11:00-19:00	0
1	Mo-Sa 10:30-04:30; Su 12:00-04:30	0
1	Mo-Th 11:30-22:30; Fr,Sa 11:30-22:00; Su, PH 12:00-21:30	0
1	Mo-Sa 10:00-00:00	0
1	Mo-We 08:30-14:30; Th-Fr 08:30-14:30,18:00-21:00	0
1	Mo-Th 11:00-22:00,Fr-Sa 11:00-23:00,Su 11:00-22:00	0
1	Mo-Th 08:00-00:00; Fr,Sa 08:00-03:00; Su 09:00-01:00	0
1	Mo-Th 10:00-23:00; Fr 10:00-24:00; Sa 11:00-24:00; Su,PH 13:00-22:00	0
1	Mo-Fr 11:00-14:00, 17:00-22:30; Sa-Su 13:00-22:30	0
1	Mo-Th 11:00-18:00; Fr-Sa 11:00-20:00; Su,PH 11:00-18:00	0
1	Mo-Fr 09:00-23:00;Sa 10:00-23:00;Sa 10:00-22:00	0
1	Mo-Fr 07:30-17:30; Sa 10:00-14:00	0
1	Mo-Fr 11:00-19:00;Sa-Su 00:00-00:00	0
1	Mo-Fr 08:30-20:00;Sa 11:00-19:00;Su 11:00-18:00	0
1	Mo-Fr 10:00-20:00;Sa 11:00-17:00;Su 00:00-00:00	0
1	Mo-Su 11:00-15:00,17:30-24:00	0
1	Mo-Sa 11:00-14:30,17:00-23:00;Su 16:00-23:00	0
1	Mo-Fr 11:00-15:00; PH 00:00-00:00	0
1	Mo-Th 07:00-01:00; Fr-Sa 07:00-07:00; Su 07:00-01:00	0
1	Mo-Fr 08:00-16:00;Sa 11:00-16:00;Su 11:00-15:00	0
1	Su-Th 00:00-22:00; Fr-Sa 00:00-23:00	0
1	Mo-Sa 11:00-22:00; PH Su 12:00-22:00	0
1	Mo-Su,Su 11:00-22:30; Fr,Sa 11:00-23:00	0
1	Mo-Tu 11:00-21:00;We-Th 11:00-23:00;Fr-Sa 11:00-24:00;Su 12:00-21:00	0
1	Mo-Sa 10:00-20:00;Su 10:00-18:00	0
1	Mo-Th 07:00-24:00;Fr-Sa 07:00-05:00;Su 07:00-24:00	0
1	Mo-Tu 10:00-22:00;We-Sa 10:00-05:00;Su 10:00-22:00	0
1	Mo-Tu 10:00-21:00;We-Th 10:00-24:00;Fr-Sa 10:00-05:00;Su 11:00-20:00	0
1	Mo-Fr 07:30-20:00;Sa 10:00-19:00;Su 11:00-19:00	0
1	Fr 15:00-20:00; Sa 10:00-22:00; Su 10:00-16:00	0
1	Mo-Fr 11:00-21:00; Su 15:30-20:30	0
1	Mo-Th 10:00-23:00; Fr-Sa 10:00-24:00; Su 11:00-23:00	0
1	Su-Th 17:00-22:00; Fr,Sa 17:00-23:00	0
1	Mo-Fr 07:00-22:30; Sa 09:00-22:30; Su 11:00-22:30	0
1	Mo-Sa 9:00-24:00; Su 10:00-24:00	0
1	Mo-Sa 11:30-21:30; Su 16:00-21:30	0
1	Tu-Fr 11:00-14:00,16:30-23:30; Sa-Su 11:00-23:30	0
1	Mo-We, Fr 08:00-21:00; Th 08:00-22:00, Sa 11:00-21:00	0
1	Mo-Th 11:00-13:30, 17:00-22:30; Fr-Sa 11:00-13:30, 17:00-23:30; Su 15:00-22:00	0
1	Mo-Su 00:00-05:00,10:00-24:00	0
1	Mo-Th 10:00-24:00; Fr-Sa 10:00-01:00; Su 11:00-24:00; PH 11:00-24:00	0
1	Mo-Fr 09:00-17:00; 	0
1	Mo-Fr 09:30-19:00; Fr 19:00-20:00	0
1	Mo-Fr 11:00-14:30,17:00-23:00;Sa 16:00-23:00;Su 12:00-23:00	0
1	Mo-Th 09:00-23:00; Fr,Sa 09:00-01:00; Su,PH 09:00-16:00	0
1	We-Su 11:00-18:00 || 	0
1	Mo-Sa 11:00-20:00;Su 11:00-23:59	0
1	Mo-Fr 07:00-18:00; Sa 10:00-15:00	0
1	Mo-Fr 10:00-17:30	0
1	Mo-Fr 11:00-21:30; Su 12:30-21:30	0
1	Mo-Th 06:00-04:00, Fr 06:00-05:00, Sa 07:00-05:00, Su 07:00-04:00	0
1	Mo 11:00-22:00; Tu-We 11:00-24:00, Th-Sa 11:00-05:00, Su 11:00-22:00	0
1	Mo-We,Su 10:00-02:00; Th 10:00-03:00, Fr,Sa 10:00-06:00	0
1	Mo- Fr 05:00-14:00	0
1	0430-2400 Lobby and Drive Through Daily	4
1	Mo-Fr 00:00-01:00,07:00-24:00; Sa,Su 00:00-05:00,07:00-24:00	0
